3,27
29,14
44,7
19,21
10,25
0,1
34,18
40,17
12,28
8,29
41,8
21,6
28,8
28,3
11,1
42,4
39,20
33,4
19,29
24,13
34,22
2,20
34,17
35,16
23,29
45,6
18,29
17,3
14,5
7,17
44,28
24,21
33,10
33,5
11,15
7,15
23,18
16,5
41,9
17,16
7,25
46,6
16,20
22,13
21,27
20,26
39,21
30,29
19,20
7,17
32,30
5,12
5,12
33,16
7,19
10,2
36,4
5,8
5,3
44,25
40,24
32,8
6,16
12,6
40,2
27,7
46,3
22,19
19,6
22,9
9,8
7,4
48,15
12,8
10,19
19,27
27,3
36,4
34,30
16,1
31,10
49,19
3,28
9,28
27,14
20,1
27,1
33,5
19,11
24,30
10,17
5,27
39,24
10,16
25,1
0,24
26,28
33,18
37,11
17,16
15,2
31,26
46,17
19,4
42,2
16,13
5,23
0,13
39,6
15,30
44,27
38,29
6,11
4,27
4,17
32,26
50,7
32,9
17,8
34,6
16,10
3,24
10,14
24,5
18,13
36,27
28,21
39,27
42,26
4,14
42,30
36,6
47,21
28,4
13,12
6,30
17,6
1,15
47,19
50,18
18,3
47,17
7,29
8,2
36,15
43,20
38,24
29,5
48,14
16,3
38,1
21,27
11,8
16,8
17,18
22,26
28,4
14,2
16,25
3,5
9,2
32,30
20,1
50,29
21,29
21,16
36,7
6,7
19,28
23,25
0,7
13,13
31,14
10,8
1,29
0,16
41,10
21,22
44,24
14,14
39,14
15,15
26,28
4,29
47,4
29,11
2,11
1,20
34,17
34,9
25,4
12,8
37,20
15,20
5,23
0,3
31,20
43,3
31,15
22,17
39,21
0,26
8,5
46,1
34,17
22,18
30,21
43,19
9,12
47,4
32,8
45,21
46,22
26,11
15,25
49,15
7,2
37,23
49,27
43,23
23,24
10,9
41,1
47,2
28,23
29,18
48,9
3,14
29,25
28,5
31,18
23,27
43,7
21,8
17,29
40,30
50,6
9,21
10,5
11,11
32,23
1,28
37,7
50,17
7,16
33,12
33,26
35,1
20,6
11,18
33,25
24,5
8,20
12,23
39,14
18,26
18,4
14,13
3,3
31,11
14,21
16,30
40,6
48,23
48,11
31,22
47,3
5,27
34,26
42,17
29,18
32,14
45,12
11,26
30,14
36,22
7,6
40,5
16,11
24,4
26,29
41,29
46,2
11,30
47,21
48,18
35,8
38,23
1,2
8,8
0,5
49,27
3,6
44,10
27,11
48,8
15,30
50,16
28,24
37,24
10,3
36,12
15,21
38,4
49,11
50,9
16,2
14,20
30,22
35,3
18,10
10,10
40,23
42,10
36,8
45,21
8,3
25,17
45,23
38,11
14,17
49,13
36,12
22,9
47,18
42,23
4,15
7,8
6,9
50,12
16,11
29,2
35,6
48,18
33,1
45,30
41,17
44,19
18,26
33,16
11,2
50,9
34,26
31,20
32,2
32,29
28,28
29,4
3,6
3,28
23,4
49,18
43,10
44,12
4,26
40,28
36,11
10,27
7,20
30,4
4,26
38,15
22,17
18,23
1,20
10,8
9,5
37,28
49,12
21,30
27,16
45,17
38,24
48,5
16,28
11,11
0,17
8,19
33,25
33,6
25,18
17,21
15,5
21,16
32,11
15,16
34,14
23,23
7,2
11,24
22,7
28,12
40,26
30,6
5,27
6,21
47,7
34,18
27,3
28,1
9,13
26,26
33,8
41,23
36,26
10,4
38,4
42,12
20,8
13,13
16,6
29,20
25,29
13,21
18,22
16,29
29,18
34,6
13,14
43,16
1,16
12,3
0,6
26,6
32,17
6,5
33,29
36,16
0,28
15,14
26,5
19,27
43,11
5,16
7,17
39,8
31,11
46,4
35,30
22,3
25,17
44,8
31,26
0,30
24,4
10,8
19,7
35,30
40,22
4,12
40,5
44,29
37,3
14,9
16,4
26,7
0,24
37,22
25,9
24,24
29,21
22,19
20,6
7,27
20,4
45,19
50,18
44,8
16,9
12,4
39,27
20,16
17,13
34,9
24,19
44,30
1,22
13,29
46,1
37,16
21,18
20,15
18,5
27,23
15,4
8,11
45,13
28,12
46,7
30,24
39,10
29,4
46,11
5,13
20,3
32,28
7,22
40,21
49,27
49,25
0,20
4,29
47,9
39,1
28,10
34,20
21,17
20,25
1,30
18,16
37,29
22,20
44,30
20,3
38,27
17,8
39,15
45,29
25,26
3,29
14,20
35,28
27,15
20,11
37,11
10,29
46,4
31,2
30,14
15,25
29,25
30,17
38,30
36,15
11,27
0,15
3,20
25,20
6,19
41,25
13,25
44,26
39,19
13,10
36,11
35,28
50,23
35,30
46,16
6,6
2,23
13,19
12,7
2,22
19,2
15,7
16,18
24,12
28,3
40,16
5,6
30,27
5,5
35,17
6,6
17,16
42,14
22,18
45,9
47,13
48,21
31,6
24,7
16,11
15,23
3,2
35,9
12,3
5,14
18,9
8,10
10,26
43,12
50,20
10,15
19,10
17,24
48,9
5,2
16,4
18,26
2,21
0,20
19,22
26,3
4,30
22,29
47,30
46,12
11,1
14,6
19,16
27,3
23,7
13,8
0,19
46,23
50,2
26,2
36,7
22,6
26,28
17,1
0,16
7,18
44,18
10,19
14,20
12,1
10,1
39,20
44,10
47,28
4,1
40,21
17,12
30,12
24,19
47,17
6,22
3,21
33,2
8,22
49,30
50,12
31,24
38,2
47,30
40,27
39,12
32,6
46,22
7,5
7,3
11,13
35,21
30,22
36,21
26,22
11,24
21,21
9,3
37,21
31,29
48,22
23,4
15,21
1,3
34,1
2,24
23,12
49,19
45,5
6,4
6,12
11,10
14,17
41,20
9,21
25,22
43,1
20,7
14,25
21,23
21,29
42,20
20,3
1,22
15,19
34,21
2,19
0,8
49,7
25,5
19,18
28,18
40,17
0,1
32,10
25,17
28,10
14,18
4,22
13,18
40,17
44,18
47,24
29,17
10,7
29,2
12,21
27,18
19,29
46,10
34,25
9,20
22,20
25,12
6,12
22,14
26,8
25,14
30,9
44,6
38,6
18,10
10,7
3,29
21,12
47,28
43,14
45,3
50,8
50,1
5,29
2,5
43,22
4,4
8,4
5,23
43,29
23,14
11,23
17,11
46,27
44,22
18,21
0,21
33,13
50,21
15,9
39,23
34,5
34,7
40,19
31,17
41,7
38,14
15,2
22,13
7,1
22,16
14,23
17,12
4,10
33,23
49,16
34,17
42,1
34,5
45,6
3,11
49,27
27,20
22,18
8,7
9,16
1,9
38,1
2,3
17,28
48,14
8,10
5,27
35,3
32,23
43,9
36,16
6,21
26,11
29,4
22,25
17,26
26,5
2,9
31,3
8,25
0,21
21,1
0,6
8,30
32,10
26,22
29,30
14,24
40,24
37,29
10,21
7,1
47,22
6,13
47,17
31,24
3,24
44,26
11,2
46,8
20,20
16,19
7,10
10,27
39,24
21,10
47,16
18,2
43,6
47,26
22,19
0,22
26,28
8,3
38,20
29,26
44,3
9,17
38,8
10,2
4,25
23,26
47,3
18,6
32,4
41,28
23,15
12,2
35,28
25,14
47,17
12,17
45,26
13,25
31,22
11,28
42,21
18,23
50,30
24,9
14,20
40,26
6,10
29,10
47,30
38,3
34,12
34,6
27,21
40,27
13,28
40,3
27,28
8,4
39,29
37,3
43,12
38,9
45,17
35,27
0,25
14,16
13,13
44,13
33,22
