50,15
17,11
19,2
46,25
50,19
47,1
21,9
16,2
27,28
20,8
4,30
47,17
25,15
26,16
14,7
0,2
15,11
19,1
2,20
32,18
44,27
0,11
12,27
23,25
14,6
38,13
42,13
11,2
48,14
23,11
50,10
42,24
43,23
19,14
22,15
37,11
40,29
13,16
9,3
6,16
4,18
13,16
39,19
12,16
36,6
35,15
43,17
45,21
7,24
41,8
30,30
26,15
31,7
13,9
41,5
32,6
49,14
19,12
5,4
26,8
6,17
21,15
33,2
49,28
18,8
37,21
20,10
17,5
47,23
5,15
37,29
9,5
20,12
20,17
32,5
15,20
11,10
12,7
32,24
25,6
22,7
0,26
25,20
2,22
22,17
5,23
31,27
24,9
9,12
48,3
32,30
35,2
22,18
49,15
10,17
3,27
26,11
35,5
28,20
7,2
47,5
50,10
17,7
6,20
34,9
22,21
44,29
28,11
1,8
41,24
40,4
40,20
40,18
33,29
21,23
47,22
10,28
30,7
21,17
1,2
40,25
13,29
38,27
50,16
28,10
4,18
48,14
26,25
38,20
49,7
42,21
13,24
2,25
44,17
37,12
17,20
44,20
35,9
49,27
5,1
8,6
16,6
5,28
6,2
9,17
6,5
11,11
14,15
14,5
44,3
14,30
7,20
8,6
23,16
15,18
21,24
40,25
3,9
24,18
14,7
16,15
6,27
28,4
47,30
2,26
14,9
49,9
14,18
26,12
9,20
9,23
40,18
25,24
7,10
44,8
37,16
15,12
4,26
40,28
9,16
2,19
33,16
3,11
14,25
28,14
15,1
34,27
48,4
11,23
33,12
1,29
21,8
49,4
34,10
12,28
7,24
50,18
9,21
46,26
16,7
47,25
29,13
11,20
38,28
44,15
35,29
28,12
39,8
32,6
0,27
2,30
49,10
10,26
39,23
1,9
29,24
33,18
25,27
45,27
27,12
35,4
16,19
21,25
42,28
21,26
14,30
45,5
45,3
31,27
43,21
46,12
50,28
34,8
38,2
22,20
3,17
1,25
47,17
40,28
1,26
13,12
36,29
14,19
25,28
43,17
7,12
19,14
42,30
49,21
12,10
18,11
26,11
47,24
29,8
11,16
25,20
9,24
19,21
8,10
50,25
22,4
43,7
35,29
29,16
37,4
15,17
21,4
48,4
30,9
2,5
41,1
48,2
33,10
22,18
46,15
34,18
27,29
8,27
37,5
1,14
35,5
17,5
27,9
20,27
45,15
49,6
44,9
36,16
2,25
12,14
47,7
48,11
17,24
43,28
44,10
47,22
35,10
10,26
41,26
2,3
7,22
21,15
1,21
11,21
26,2
1,10
8,21
1,14
32,15
3,23
41,7
41,28
18,3
44,30
49,21
12,28
19,18
38,26
14,29
5,2
49,20
5,9
6,4
40,24
15,2
17,1
22,10
32,10
23,26
16,18
38,27
40,3
43,10
29,20
10,4
0,10
26,3
21,27
12,6
34,15
34,2
24,3
44,15
28,27
41,13
11,17
18,22
19,20
37,13
14,7
23,25
4,11
44,19
46,30
49,8
36,18
40,5
45,11
2,15
24,12
46,13
18,26
43,11
22,4
50,4
49,22
39,7
5,9
1,8
15,16
1,23
35,11
8,26
49,20
7,13
13,6
39,5
26,11
15,20
42,3
26,4
37,2
49,2
19,12
6,19
39,29
26,3
37,29
50,7
27,18
8,8
16,16
46,13
45,19
27,7
35,21
39,21
37,2
11,1
28,29
17,24
3,25
18,1
6,30
29,18
31,26
32,6
12,14
36,11
3,8
