36,4
48,21
29,19
15,23
45,6
1,29
33,21
25,22
7,5
39,29
39,22
22,15
24,5
16,23
38,15
27,30
29,12
3,17
38,5
23,17
47,16
24,23
23,23
5,14
42,12
32,21
25,12
44,14
26,14
2,22
43,19
0,11
31,9
2,29
13,30
19,25
48,9
12,29
10,4
41,4
13,23
18,16
11,28
7,24
9,17
16,12
23,8
32,29
23,17
6,15
42,7
3,27
29,8
26,5
36,9
22,10
1,26
15,19
13,30
9,11
22,12
14,22
40,15
16,24
33,6
7,6
13,12
23,16
17,27
23,23
25,7
20,3
0,17
45,6
45,27
27,2
17,5
24,13
9,26
25,12
13,30
8,30
35,23
36,10
0,3
20,5
26,19
11,27
7,22
15,8
35,3
13,25
19,9
41,1
34,19
39,17
16,16
34,22
2,17
7,19
19,27
20,24
11,7
26,11
1,21
28,25
38,18
36,29
46,19
19,21
14,9
43,23
18,28
28,6
6,27
5,19
45,5
42,5
2,4
14,1
26,26
46,7
9,14
18,29
23,30
37,20
49,23
34,25
16,10
39,25
11,9
0,11
19,7
3,26
10,25
26,20
21,12
43,28
50,7
47,12
40,16
44,13
14,14
46,24
28,16
17,17
44,23
8,28
27,2
29,23
22,14
24,4
48,11
32,29
49,26
31,29
32,17
12,19
19,30
10,5
50,10
4,13
40,28
10,19
32,11
13,11
31,5
22,28
29,6
38,1
2,7
7,15
15,18
47,8
20,16
44,6
30,30
3,19
30,7
11,27
3,8
0,12
33,24
38,7
48,12
34,27
29,13
16,21
10,21
35,9
36,26
15,16
10,3
39,3
36,18
9,5
4,17
13,24
42,18
1,28
12,13
9,21
8,10
17,5
3,21
44,11
23,25
22,12
40,1
6,30
39,25
41,11
50,11
15,24
43,14
41,11
32,12
50,30
34,8
13,17
44,25
24,12
44,15
4,23
32,14
38,9
13,5
8,18
36,21
12,15
16,29
39,19
37,11
33,25
22,7
23,18
26,25
7,6
26,8
48,8
8,17
37,22
32,10
32,29
50,22
44,23
8,9
47,13
12,30
49,11
43,7
11,17
15,3
28,22
41,26
27,22
24,14
44,27
3,26
4,4
42,26
35,26
20,19
27,26
11,20
3,29
48,23
45,13
46,11
34,9
2,6
1,15
35,5
26,23
8,13
37,18
47,9
30,17
45,8
16,16
28,5
24,10
40,29
48,13
37,21
36,23
18,24
0,25
42,19
38,5
43,8
16,13
46,20
3,9
44,27
24,15
1,20
22,15
34,18
35,5
25,24
33,28
5,18
29,4
6,23
29,1
16,17
39,16
26,2
25,11
11,14
28,24
38,17
21,12
25,23
50,3
46,28
45,3
36,9
43,24
5,21
29,29
3,6
25,3
14,6
30,15
28,18
49,18
38,27
29,11
46,28
18,4
37,25
28,14
0,2
33,16
28,25
14,23
29,10
31,22
45,9
25,2
48,15
19,11
42,25
2,10
36,22
10,13
7,10
12,20
14,20
44,25
46,24
26,20
41,25
34,23
4,21
2,18
31,25
24,6
36,30
47,29
4,21
4,16
8,23
21,4
14,21
32,6
14,21
6,11
16,9
36,14
26,23
32,28
18,23
16,18
5,30
8,16
14,16
36,24
37,3
6,20
2,25
42,3
1,26
23,6
43,7
1,29
11,19
11,18
33,22
27,2
13,26
41,15
10,27
4,4
15,20
26,29
15,3
33,14
16,13
12,14
0,15
25,22
0,30
27,15
15,12
15,11
20,6
5,30
30,22
14,3
11,17
49,29
36,11
26,18
41,16
45,13
43,19
18,27
18,23
16,4
43,26
46,21
47,8
43,27
26,30
5,16
34,6
14,29
39,11
39,18
33,14
23,23
46,25
25,7
41,12
30,27
22,26
43,22
23,27
32,16
15,2
17,25
22,13
45,18
27,12
27,10
24,12
18,26
23,28
20,16
41,21
5,20
7,19
21,23
32,26
50,9
34,6
20,30
27,4
50,21
22,14
32,9
19,26
43,29
25,6
38,23
7,5
41,11
23,25
15,8
5,29
3,13
6,22
49,2
32,9
34,14
18,15
6,5
41,11
4,20
6,18
50,4
42,27
14,10
0,24
47,22
45,3
30,26
32,5
5,15
30,24
21,4
29,3
0,25
47,7
15,16
14,14
11,11
42,18
11,11
2,17
6,3
26,2
47,27
45,23
16,22
1,17
4,16
11,11
22,26
22,10
29,6
5,5
5,22
1,24
39,1
13,14
1,23
0,1
29,30
30,1
14,19
5,15
45,20
3,13
41,11
18,11
18,24
39,6
21,12
50,17
48,21
25,18
15,13
44,22
41,3
46,12
34,28
50,24
40,1
23,27
1,21
47,17
19,18
30,28
44,14
36,29
46,25
39,10
12,6
1,22
10,20
9,2
42,21
25,9
5,20
7,3
12,26
34,28
16,16
17,23
9,17
21,22
50,7
47,26
27,3
9,3
19,10
40,16
42,2
25,17
7,9
20,9
8,28
6,29
32,12
12,15
41,30
35,22
21,8
15,12
30,16
25,17
26,2
50,14
9,21
33,24
0,19
1,29
31,17
21,30
20,3
25,22
28,27
45,9
14,1
11,14
37,5
5,5
33,19
47,16
47,15
31,21
38,21
37,9
28,17
41,10
47,19
33,17
44,5
48,2
41,9
42,20
29,16
16,5
48,9
47,23
29,12
10,17
8,15
18,7
35,15
32,5
2,29
36,18
2,13
5,1
1,23
40,14
1,23
24,8
38,7
14,9
20,23
29,8
42,5
30,30
41,2
30,6
5,15
18,27
33,3
32,12
12,30
31,2
2,4
38,7
20,23
4,11
39,4
14,26
30,27
30,20
17,25
9,7
22,27
9,5
21,16
18,16
42,15
6,28
35,15
49,23
45,28
21,29
29,2
49,15
7,11
2,10
13,1
18,2
0,15
20,15
32,6
19,27
40,16
14,19
5,29
1,22
46,6
48,8
4,4
25,21
9,30
46,21
21,10
3,25
46,10
4,16
44,30
18,17
24,22
12,17
44,27
24,6
24,4
17,17
2,18
37,18
24,14
36,16
26,11
35,27
24,2
4,12
45,6
30,15
30,12
1,13
49,10
2,30
13,12
9,25
8,5
32,13
47,17
11,14
2,18
6,13
27,23
50,24
15,13
9,13
5,27
39,27
10,13
32,12
9,7
27,22
26,28
28,18
40,10
3,9
49,25
48,28
28,14
3,14
14,28
39,8
48,8
3,30
18,30
42,3
8,11
2,27
43,8
46,13
20,4
2,7
25,16
26,11
12,29
0,15
6,20
12,21
41,8
2,10
17,4
38,13
0,16
39,5
34,18
14,24
4,10
19,23
15,12
50,18
18,18
40,20
11,3
20,25
19,21
9,13
22,25
48,26
0,3
48,6
37,28
1,9
33,4
30,2
1,5
43,26
21,9
45,7
29,20
9,7
8,2
44,16
15,18
2,14
39,11
4,25
11,13
36,3
43,12
28,25
15,14
40,27
33,30
0,2
3,8
28,20
12,17
28,3
39,10
22,2
44,23
1,3
50,25
46,8
20,28
35,24
3,28
6,9
21,11
21,2
19,11
13,26
3,9
23,27
32,13
21,25
49,2
25,3
16,28
50,21
34,5
21,11
43,11
18,27
37,20
19,24
31,30
48,8
50,20
6,24
32,15
